Code,GeoFips,GeoName,TimePeriod,Description,CL_UNIT,UNIT_MULT,DataValue,NoteRef,PI
SAINC1-2,54000,West Virginia,1931,Population (persons),Number of persons,0,"1,740,000",,1740000.0
SAINC1-3,55000,Wisconsin,1931,Per capita personal income (dollars),Dollars,0,469,,469.0
SAINC1-2,55000,Wisconsin,1931,Population (persons),Number of persons,0,"2,990,000",,2990000.0
SAINC1-3,56000,Wyoming,1931,Per capita personal income (dollars),Dollars,0,477,,477.0
SAINC1-2,56000,Wyoming,1931,Population (persons),Number of persons,0,"229,000",,229000.0
SAINC1-3,01000,Alabama,1932,Per capita personal income (dollars),Dollars,0,159,,159.0
SAINC1-2,01000,Alabama,1932,Population (persons),Number of persons,0,"2,653,000",,2653000.0
SAINC1-3,02000,Alaska *,1932,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,02000,Alaska *,1932,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,04000,Arizona,1932,Per capita personal income (dollars),Dollars,0,322,,322.0
SAINC1-2,04000,Arizona,1932,Population (persons),Number of persons,0,"426,000",,426000.0
SAINC1-3,05000,Arkansas,1932,Per capita personal income (dollars),Dollars,0,152,,152.0
SAINC1-2,05000,Arkansas,1932,Population (persons),Number of persons,0,"1,836,000",,1836000.0
SAINC1-3,06000,California,1932,Per capita personal income (dollars),Dollars,0,584,,584.0
SAINC1-2,06000,California,1932,Population (persons),Number of persons,0,"5,894,000",,5894000.0
SAINC1-3,08000,Colorado,1932,Per capita personal income (dollars),Dollars,0,357,,357.0
SAINC1-2,08000,Colorado,1932,Population (persons),Number of persons,0,"1,066,000",,1066000.0
SAINC1-3,09000,Connecticut,1932,Per capita personal income (dollars),Dollars,0,627,,627.0
SAINC1-2,09000,Connecticut,1932,Population (persons),Number of persons,0,"1,637,000",,1637000.0
SAINC1-3,10000,Delaware,1932,Per capita personal income (dollars),Dollars,0,591,,591.0
SAINC1-2,10000,Delaware,1932,Population (persons),Number of persons,0,"245,000",,245000.0
SAINC1-3,11000,District of Columbia,1932,Per capita personal income (dollars),Dollars,0,"1,107",,1107.0
SAINC1-2,11000,District of Columbia,1932,Population (persons),Number of persons,0,"513,000",,513000.0
SAINC1-3,12000,Florida,1932,Per capita personal income (dollars),Dollars,0,317,,317.0
SAINC1-2,12000,Florida,1932,Population (persons),Number of persons,0,"1,521,000",,1521000.0
SAINC1-3,13000,Georgia,1932,Per capita personal income (dollars),Dollars,0,197,,197.0
SAINC1-2,13000,Georgia,1932,Population (persons),Number of persons,0,"2,935,000",,2935000.0
SAINC1-3,15000,Hawaii *,1932,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,15000,Hawaii *,1932,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,16000,Idaho,1932,Per capita personal income (dollars),Dollars,0,268,,268.0
SAINC1-2,16000,Idaho,1932,Population (persons),Number of persons,0,"459,000",,459000.0
SAINC1-3,17000,Illinois,1932,Per capita personal income (dollars),Dollars,0,489,,489.0
SAINC1-2,17000,Illinois,1932,Population (persons),Number of persons,0,"7,736,000",,7736000.0
SAINC1-3,18000,Indiana,1932,Per capita personal income (dollars),Dollars,0,308,,308.0
SAINC1-2,18000,Indiana,1932,Population (persons),Number of persons,0,"3,281,000",,3281000.0
SAINC1-3,19000,Iowa,1932,Per capita personal income (dollars),Dollars,0,293,,293.0
SAINC1-2,19000,Iowa,1932,Population (persons),Number of persons,0,"2,489,000",,2489000.0
SAINC1-3,20000,Kansas,1932,Per capita personal income (dollars),Dollars,0,267,,267.0
SAINC1-2,20000,Kansas,1932,Population (persons),Number of persons,0,"1,883,000",,1883000.0
SAINC1-3,21000,Kentucky,1932,Per capita personal income (dollars),Dollars,0,209,,209.0
SAINC1-2,21000,Kentucky,1932,Population (persons),Number of persons,0,"2,676,000",,2676000.0
SAINC1-3,22000,Louisiana,1932,Per capita personal income (dollars),Dollars,0,238,,238.0
SAINC1-2,22000,Louisiana,1932,Population (persons),Number of persons,0,"2,155,000",,2155000.0
SAINC1-3,23000,Maine,1932,Per capita personal income (dollars),Dollars,0,380,,380.0
SAINC1-2,23000,Maine,1932,Population (persons),Number of persons,0,"815,000",,815000.0
SAINC1-3,24000,Maryland,1932,Per capita personal income (dollars),Dollars,0,522,,522.0
SAINC1-2,24000,Maryland,1932,Population (persons),Number of persons,0,"1,678,000",,1678000.0
SAINC1-3,25000,Massachusetts,1932,Per capita personal income (dollars),Dollars,0,622,,622.0
SAINC1-2,25000,Massachusetts,1932,Population (persons),Number of persons,0,"4,259,000",,4259000.0
SAINC1-3,26000,Michigan,1932,Per capita personal income (dollars),Dollars,0,395,,395.0
SAINC1-2,26000,Michigan,1932,Population (persons),Number of persons,0,"4,780,000",,4780000.0
SAINC1-3,27000,Minnesota,1932,Per capita personal income (dollars),Dollars,0,361,,361.0
SAINC1-2,27000,Minnesota,1932,Population (persons),Number of persons,0,"2,646,000",,2646000.0
SAINC1-3,28000,Mississippi,1932,Per capita personal income (dollars),Dollars,0,122,,122.0
SAINC1-2,28000,Mississippi,1932,Population (persons),Number of persons,0,"2,004,000",,2004000.0
SAINC1-3,29000,Missouri,1932,Per capita personal income (dollars),Dollars,0,365,,365.0
SAINC1-2,29000,Missouri,1932,Population (persons),Number of persons,0,"3,746,000",,3746000.0
SAINC1-3,30000,Montana,1932,Per capita personal income (dollars),Dollars,0,334,,334.0
SAINC1-2,30000,Montana,1932,Population (persons),Number of persons,0,"540,000",,540000.0
SAINC1-3,31000,Nebraska,1932,Per capita personal income (dollars),Dollars,0,303,,303.0
SAINC1-2,31000,Nebraska,1932,Population (persons),Number of persons,0,"1,386,000",,1386000.0
SAINC1-3,32000,Nevada,1932,Per capita personal income (dollars),Dollars,0,557,,557.0
SAINC1-2,32000,Nevada,1932,Population (persons),Number of persons,0,"96,000",,96000.0
SAINC1-3,33000,New Hampshire,1932,Per capita personal income (dollars),Dollars,0,430,,430.0
SAINC1-2,33000,New Hampshire,1932,Population (persons),Number of persons,0,"474,000",,474000.0
SAINC1-3,34000,New Jersey,1932,Per capita personal income (dollars),Dollars,0,593,,593.0
SAINC1-2,34000,New Jersey,1932,Population (persons),Number of persons,0,"4,120,000",,4120000.0
SAINC1-3,35000,New Mexico,1932,Per capita personal income (dollars),Dollars,0,208,,208.0
SAINC1-2,35000,New Mexico,1932,Population (persons),Number of persons,0,"441,000",,441000.0
SAINC1-3,36000,New York,1932,Per capita personal income (dollars),Dollars,0,686,,686.0
SAINC1-2,36000,New York,1932,Population (persons),Number of persons,0,"13,001,000",,13001000.0
SAINC1-3,37000,North Carolina,1932,Per capita personal income (dollars),Dollars,0,183,,183.0
SAINC1-2,37000,North Carolina,1932,Population (persons),Number of persons,0,"3,227,000",,3227000.0
SAINC1-3,38000,North Dakota,1932,Per capita personal income (dollars),Dollars,0,178,,178.0
SAINC1-2,38000,North Dakota,1932,Population (persons),Number of persons,0,"676,000",,676000.0
SAINC1-3,39000,Ohio,1932,Per capita personal income (dollars),Dollars,0,403,,403.0
SAINC1-2,39000,Ohio,1932,Population (persons),Number of persons,0,"6,717,000",,6717000.0
SAINC1-3,40000,Oklahoma,1932,Per capita personal income (dollars),Dollars,0,214,,214.0
SAINC1-2,40000,Oklahoma,1932,Population (persons),Number of persons,0,"2,394,000",,2394000.0
SAINC1-3,41000,Oregon,1932,Per capita personal income (dollars),Dollars,0,377,,377.0
SAINC1-2,41000,Oregon,1932,Population (persons),Number of persons,0,"972,000",,972000.0
SAINC1-3,42000,Pennsylvania,1932,Per capita personal income (dollars),Dollars,0,455,,455.0
SAINC1-2,42000,Pennsylvania,1932,Population (persons),Number of persons,0,"9,764,000",,9764000.0
SAINC1-3,44000,Rhode Island,1932,Per capita personal income (dollars),Dollars,0,584,,584.0
SAINC1-2,44000,Rhode Island,1932,Population (persons),Number of persons,0,"677,000",,677000.0
SAINC1-3,45000,South Carolina,1932,Per capita personal income (dollars),Dollars,0,156,,156.0
SAINC1-2,45000,South Carolina,1932,Population (persons),Number of persons,0,"1,748,000",,1748000.0
SAINC1-3,46000,South Dakota,1932,Per capita personal income (dollars),Dollars,0,189,,189.0
SAINC1-2,46000,South Dakota,1932,Population (persons),Number of persons,0,"692,000",,692000.0
SAINC1-3,47000,Tennessee,1932,Per capita personal income (dollars),Dollars,0,194,,194.0
SAINC1-2,47000,Tennessee,1932,Population (persons),Number of persons,0,"2,711,000",,2711000.0
SAINC1-3,48000,Texas,1932,Per capita personal income (dollars),Dollars,0,262,,262.0
SAINC1-2,48000,Texas,1932,Population (persons),Number of persons,0,"5,961,000",,5961000.0
SAINC1-3,49000,Utah,1932,Per capita personal income (dollars),Dollars,0,304,,304.0
SAINC1-2,49000,Utah,1932,Population (persons),Number of persons,0,"517,000",,517000.0
SAINC1-3,50000,Vermont,1932,Per capita personal income (dollars),Dollars,0,363,,363.0
SAINC1-2,50000,Vermont,1932,Population (persons),Number of persons,0,"358,000",,358000.0
SAINC1-3,51000,Virginia,1932,Per capita personal income (dollars),Dollars,0,286,,286.0
SAINC1-2,51000,Virginia,1932,Population (persons),Number of persons,0,"2,452,000",,2452000.0
SAINC1-3,53000,Washington,1932,Per capita personal income (dollars),Dollars,0,402,,402.0
SAINC1-2,53000,Washington,1932,Population (persons),Number of persons,0,"1,584,000",,1584000.0
SAINC1-3,54000,West Virginia,1932,Per capita personal income (dollars),Dollars,0,257,,257.0
SAINC1-2,54000,West Virginia,1932,Population (persons),Number of persons,0,"1,747,000",,1747000.0
SAINC1-3,55000,Wisconsin,1932,Per capita personal income (dollars),Dollars,0,362,,362.0
SAINC1-2,55000,Wisconsin,1932,Population (persons),Number of persons,0,"3,021,000",,3021000.0
SAINC1-3,56000,Wyoming,1932,Per capita personal income (dollars),Dollars,0,375,,375.0
SAINC1-2,56000,Wyoming,1932,Population (persons),Number of persons,0,"230,000",,230000.0
SAINC1-3,01000,Alabama,1933,Per capita personal income (dollars),Dollars,0,164,,164.0
SAINC1-2,01000,Alabama,1933,Population (persons),Number of persons,0,"2,661,000",,2661000.0
SAINC1-3,02000,Alaska *,1933,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,02000,Alaska *,1933,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,04000,Arizona,1933,Per capita personal income (dollars),Dollars,0,309,,309.0
SAINC1-2,04000,Arizona,1933,Population (persons),Number of persons,0,"426,000",,426000.0
SAINC1-3,05000,Arkansas,1933,Per capita personal income (dollars),Dollars,0,153,,153.0
SAINC1-2,05000,Arkansas,1933,Population (persons),Number of persons,0,"1,854,000",,1854000.0
SAINC1-3,06000,California,1933,Per capita personal income (dollars),Dollars,0,550,,550.0
SAINC1-2,06000,California,1933,Population (persons),Number of persons,0,"5,963,000",,5963000.0
SAINC1-3,08000,Colorado,1933,Per capita personal income (dollars),Dollars,0,353,,353.0
SAINC1-2,08000,Colorado,1933,Population (persons),Number of persons,0,"1,071,000",,1071000.0
SAINC1-3,09000,Connecticut,1933,Per capita personal income (dollars),Dollars,0,591,,591.0
SAINC1-2,09000,Connecticut,1933,Population (persons),Number of persons,0,"1,642,000",,1642000.0
SAINC1-3,10000,Delaware,1933,Per capita personal income (dollars),Dollars,0,566,,566.0
SAINC1-2,10000,Delaware,1933,Population (persons),Number of persons,0,"248,000",,248000.0
SAINC1-3,11000,District of Columbia,1933,Per capita personal income (dollars),Dollars,0,945,,945.0
SAINC1-2,11000,District of Columbia,1933,Population (persons),Number of persons,0,"529,000",,529000.0
SAINC1-3,12000,Florida,1933,Per capita personal income (dollars),Dollars,0,289,,289.0
SAINC1-2,12000,Florida,1933,Population (persons),Number of persons,0,"1,552,000",,1552000.0
SAINC1-3,13000,Georgia,1933,Per capita personal income (dollars),Dollars,0,202,,202.0
SAINC1-2,13000,Georgia,1933,Population (persons),Number of persons,0,"2,950,000",,2950000.0
SAINC1-3,15000,Hawaii *,1933,Per capita personal income (dollars),Dollars,0,(NA),(NA),
SAINC1-2,15000,Hawaii *,1933,Population (persons),Number of persons,0,(NA),(NA),
SAINC1-3,16000,Idaho,1933,Per capita personal income (dollars),Dollars,0,228,,228.0
SAINC1-2,16000,Idaho,1933,Population (persons),Number of persons,0,"464,000",,464000.0
SAINC1-3,17000,Illinois,1933,Per capita personal income (dollars),Dollars,0,441,,441.0
SAINC1-2,17000,Illinois,1933,Population (persons),Number of persons,0,"7,768,000",,7768000.0
SAINC1-3,18000,Indiana,1933,Per capita personal income (dollars),Dollars,0,294,,294.0
SAINC1-2,18000,Indiana,1933,Population (persons),Number of persons,0,"3,304,000",,3304000.0
SAINC1-3,19000,Iowa,1933,Per capita personal income (dollars),Dollars,0,252,,252.0
SAINC1-2,19000,Iowa,1933,Population (persons),Number of persons,0,"2,495,000",,2495000.0
SAINC1-3,20000,Kansas,1933,Per capita personal income (dollars),Dollars,0,251,,251.0
SAINC1-2,20000,Kansas,1933,Population (persons),Number of persons,0,"1,877,000",,1877000.0
SAINC1-3,21000,Kentucky,1933,Per capita personal income (dollars),Dollars,0,204,,204.0
SAINC1-2,21000,Kentucky,1933,Population (persons),Number of persons,0,"2,698,000",,2698000.0
SAINC1-3,22000,Louisiana,1933,Per capita personal income (dollars),Dollars,0,226,,226.0
SAINC1-2,22000,Louisiana,1933,Population (persons),Number of persons,0,"2,178,000",,2178000.0
SAINC1-3,23000,Maine,1933,Per capita personal income (dollars),Dollars,0,373,,373.0
SAINC1-2,23000,Maine,1933,Population (persons),Number of persons,0,"821,000",,821000.0
SAINC1-3,24000,Maryland,1933,Per capita personal income (dollars),Dollars,0,475,,475.0
SAINC1-2,24000,Maryland,1933,Population (persons),Number of persons,0,"1,694,000",,1694000.0
SAINC1-3,25000,Massachusetts,1933,Per capita personal income (dollars),Dollars,0,568,,568.0
SAINC1-2,25000,Massachusetts,1933,Population (persons),Number of persons,0,"4,282,000",,4282000.0
SAINC1-3,26000,Michigan,1933,Per capita personal income (dollars),Dollars,0,348,,348.0
SAINC1-2,26000,Michigan,1933,Population (persons),Number of persons,0,"4,780,000",,4780000.0
SAINC1-3,27000,Minnesota,1933,Per capita personal income (dollars),Dollars,0,310,,310.0
SAINC1-2,27000,Minnesota,1933,Population (persons),Number of persons,0,"2,673,000",,2673000.0
SAINC1-3,28000,Mississippi,1933,Per capita personal income (dollars),Dollars,0,127,,127.0
SAINC1-2,28000,Mississippi,1933,Population (persons),Number of persons,0,"2,031,000",,2031000.0
SAINC1-3,29000,Missouri,1933,Per capita personal income (dollars),Dollars,0,334,,334.0
SAINC1-2,29000,Missouri,1933,Population (persons),Number of persons,0,"3,773,000",,3773000.0
SAINC1-3,30000,Montana,1933,Per capita personal income (dollars),Dollars,0,299,,299.0
SAINC1-2,30000,Montana,1933,Population (persons),Number of persons,0,"541,000",,541000.0
SAINC1-3,31000,Nebraska,1933,Per capita personal income (dollars),Dollars,0,273,,273.0
SAINC1-2,31000,Nebraska,1933,Population (persons),Number of persons,0,"1,385,000",,1385000.0
SAINC1-3,32000,Nevada,1933,Per capita personal income (dollars),Dollars,0,499,,499.0
SAINC1-2,32000,Nevada,1933,Population (persons),Number of persons,0,"96,000",,96000.0
SAINC1-3,33000,New Hampshire,1933,Per capita personal income (dollars),Dollars,0,420,,420.0
SAINC1-2,33000,New Hampshire,1933,Population (persons),Number of persons,0,"477,000",,477000.0
SAINC1-3,34000,New Jersey,1933,Per capita personal income (dollars),Dollars,0,529,,529.0
SAINC1-2,34000,New Jersey,1933,Population (persons),Number of persons,0,"4,107,000",,4107000.0
SAINC1-3,35000,New Mexico,1933,Per capita personal income (dollars),Dollars,0,211,,211.0
SAINC1-2,35000,New Mexico,1933,Population (persons),Number of persons,0,"449,000",,449000.0
SAINC1-3,36000,New York,1933,Per capita personal income (dollars),Dollars,0,634,,634.0
SAINC1-2,36000,New York,1933,Population (persons),Number of persons,0,"13,126,000",,13126000.0
SAINC1-3,37000,North Carolina,1933,Per capita personal income (dollars),Dollars,0,203,,203.0
SAINC1-2,37000,North Carolina,1933,Population (persons),Number of persons,0,"3,268,000",,3268000.0
SAINC1-3,38000,North Dakota,1933,Per capita personal income (dollars),Dollars,0,151,,151.0
SAINC1-2,38000,North Dakota,1933,Population (persons),Number of persons,0,"674,000",,674000.0
SAINC1-3,39000,Ohio,1933,Per capita personal income (dollars),Dollars,0,387,,387.0
SAINC1-2,39000,Ohio,1933,Population (persons),Number of persons,0,"6,740,000",,6740000.0
SAINC1-3,40000,Oklahoma,1933,Per capita personal income (dollars),Dollars,0,220,,220.0
SAINC1-2,40000,Oklahoma,1933,Population (persons),Number of persons,0,"2,392,000",,2392000.0
SAINC1-3,41000,Oregon,1933,Per capita personal income (dollars),Dollars,0,357,,357.0
SAINC1-2,41000,Oregon,1933,Population (persons),Number of persons,0,"978,000",,978000.0
SAINC1-3,42000,Pennsylvania,1933,Per capita personal income (dollars),Dollars,0,423,,423.0
SAINC1-2,42000,Pennsylvania,1933,Population (persons),Number of persons,0,"9,784,000",,9784000.0
SAINC1-3,44000,Rhode Island,1933,Per capita personal income (dollars),Dollars,0,569,,569.0
SAINC1-2,44000,Rhode Island,1933,Population (persons),Number of persons,0,"675,000",,675000.0
SAINC1-3,45000,South Carolina,1933,Per capita personal income (dollars),Dollars,0,172,,172.0
SAINC1-2,45000,South Carolina,1933,Population (persons),Number of persons,0,"1,752,000",,1752000.0
SAINC1-3,46000,South Dakota,1933,Per capita personal income (dollars),Dollars,0,136,,136.0
SAINC1-2,46000,South Dakota,1933,Population (persons),Number of persons,0,"690,000",,690000.0
SAINC1-3,47000,Tennessee,1933,Per capita personal income (dollars),Dollars,0,201,,201.0
SAINC1-2,47000,Tennessee,1933,Population (persons),Number of persons,0,"2,747,000",,2747000.0
SAINC1-3,48000,Texas,1933,Per capita personal income (dollars),Dollars,0,254,,254.0
SAINC1-2,48000,Texas,1933,Population (persons),Number of persons,0,"6,014,000",,6014000.0
SAINC1-3,49000,Utah,1933,Per capita personal income (dollars),Dollars,0,297,,297.0
SAINC1-2,49000,Utah,1933,Population (persons),Number of persons,0,"520,000",,520000.0
SAINC1-3,50000,Vermont,1933,Per capita personal income (dollars),Dollars,0,337,,337.0
